sentiment,content
0,Ni para avisarle que ya ando aqui porque no tengo saldo y no salen los msjs del HeyWire. (Puto Telcel)
0,"Mira, @miguelpad1500 Movistar está inútil, no te llega casi nada de lo que escribo!"
0,Soy la única o la señal d #Telcel esta peor q nunca? Mi celular ha estado en SOS a cada rato y x mucho tiempo &gt;.&lt;
0,Cambiate a #Digitel y Dilo Todo  RT @cpereiro: Movistar me odia y yo odio a Movistar... eso es a lo que yo llamo un sentimiento recíproco.
1,Starbucks refuerza su comercio móvil con una aplicación de tarjeta regalo: Una nueva aplicación rápida y sencill... http://bit.ly/oRhk2a
0,Exageradamente mala :@ RT @_StereoLove: Que pasa con la senal de movistar hoy!!? Fuck!
0,La señal de movistar en ica esta horrible se cae a cada rato
0,"Movistar aunque sea da sms, Cantv un....ud saben!!!"
0,el Servicio al Cliente de Movistar es una #desgracia :@
0,Las carrot caje de Starbucks son celestiales.
0,"Esperando que llamen de Movistar p/ arreglar mi celularrrrr, no lo Aguanto mas"
0,"Estass arrecho? Jajajajajajajaja Te comprendo RT @CarlossRinconn Que Gran MIERDA es MOVISTAR, cuando va a funcionar como es"
0,hasta cuando Movistar  con un mal servicio !
0,es solo mi celular o telcel apesta y no tengo señal ni internet desde hace 3 horas???!!!!
0,De nada sirve ser lider en venta d equipos celulares y tener los equipos mas arrechos si el servicio es una porqueria.. Movistar ponte pilas
1,"HOY es Día Movistar, duplica en todas las denominaciones. Etiqueta a tus amigos para que se enteren =) http://fb.me/F5Omg9Ki"
0,Tú teléfono. RT @MiliUrdaneta: Es mi teléfono o la señal de Movistar esta Pésima?
0,Se nota que movistar esta mierda! todo el mundo activo en twitter matando con la ladilla con los HT jajajajajaja
0,Digitel* RT @MoisesCastroF: Coño buena señal la de movistar. -.-
0,pasan cosas muy raras en Starbucks; en este momento están haciendo una entrevista Psicológica al lado mío!
0,Q opina de esto @Presid_Movistar RT@Tuchita05: Odio MOVISTAR con todas las fuerzas de mi corazón!!! que ya es bastante decir.....
1,Movistar despliega en Campus Party Valencia el nuevo protocolo de internet IPv6: Movistar desplegará por primera... http://bit.ly/q4RLEA
0,"Venga va, Îèdónde coño está mi Frapuccino del Starbucks?"
0,Movístar ya no sabe que hacer para captar clientes!
0,"Por lo pronto, les digo que a mí me alucinan en los call centers y Centros de Atención de Telcel... no se la acaban conmigo..."
0,mi data y red de #movistar ultimamente son un completo asco!!! que pasa =(
1,quiien tiiene movistar para llamarlo/a?:D
0,sabe! RT Š—“@dianadoig: Viejo viendo porno en Starbucks! Ajjj http://t.co/F33MNl7Š—�
0,En este mundo no hay nada más rápido que los chismes. Y supuestamente #Telmex tiene una super velocidad... !Plop!
0,Home!!! Mugre estacionamiento de telcel cada vez me causa más panico ir a meterme ahiii.
0,Pinche señal de telcel es una mierda!!!:@
0,Diosmio movistar ahsss.
0,"Si esta con saldo y envía un SMS con la palabra VOZ al 514, tendrá 30 minutos de Movistar a Movistar a aplicar miércoles!"
0,Llamada telmex. 25 mins. Solucion cero
0,Pinchi red de telcel vale verga con todo respeto
1,Ya yo lo tengo y excelente el servicio RT @Presid_Movistar: Y si no tienes fijo Movistar aprovecha y ve por uno!! http://yfrog.com/kgxaviuj
0,Y Telmex me sigue jodiendo la existencia.
0,"Qué emoción, mi follower NÎç 100 es una señora Brenda de @TELMEXSoluciona y #Telmex nunca funciona."
1,Ayer Telmex tuvo a bien comunicarme que ahora tengo más ancho de banda y que es la mejor opción de internet en México....
0,TELCEL ERES UNA MIERRRRDA!!!
1,http://onlywire.com/r/44473554 Equipacion del equipo ciclista Movistar 2011 Equipacion de verano del equipo ciclista Movistar 2011 con maill
0,"Ha llegado el momento d despedirme d mi cel. Debo aceptar q Telcel, de este modo, me regresa sólo una pequeña parte de todo lo q m ha robado"
1,Movistar desplegará el protocolo IPv6 en la Campus Party: Telefónica es una de las compañías españolas que más e... http://bit.ly/rmrqfx
0,De plano esta no ha sido mi semana...peleada con Telmex x prob d internet y tel
0,Estoy en @megacable .. Me parece que eso de #JuntosPorUnMejorServicio es sarcasmo..6 clientes antes que yo TODOS salieron molestos
0,Jajaja! RT @GermanMarrufo: Verga movistar te da 3000 segundos usalos RT @frantenerelli: Gasta saldo! RT (cont) http://tl.gd/bjnn9f
0,que mierda esta movistar vale uno quiere pinear pero todo esta LAGUEADOOOO valee jajajaja :(
0,Movistar como siempre esta vuelto  un pupuuu!! :s
0,ya tengo la aplicacion pa'l twitter en el nokia y con internet gratis de las ratas de telcel... Thnks #Gatomiau
1,Extraño tener un telefono que funcione todos los botones :( SNIF...aguante que movistar lo arregla gratis:)
0,Soy el unico en #Iquique que esta noche tiene problema cn el internet d Movistar o hay más? :S #fb
0,"ÎèEs Telcel, o mi celular? Qué pinche desesperación. Díganme que no estoy solo."
0,En Movistar me cobran 117 pesos por llamar al 103 y 2 pesos por conectarme con el mismo número. Alguien me puede decir qué cresta es eso? :@
0,"Los de @megacable no tienen ni madre de verwenza, capacitación via televisiva para evitar el soporte a cliente, pinches webones!"
0,Ahora me explico porque #carlosslim tiene tanto $. Su servicio 3G de #telcel es una mierda y nos lo cobra como si fuera de gran calidad.
0,"JAJA digitel es una mierdaRT @Dealexay_A: @SoiLauZmbra el es movistar, yo soy digitel :s #digitel #nohayseñal"
0,Pinches Cajitas de Megacable sirven para 2 cosas las porquerias esas!
1,Telcel ya me ahorro 60 pesos y la cuenta sigue :)
1,Revivió el 3G de Movistar en mi zona
1,Otraa bb no buenooo ni iusacell es buenoo jajaja
0,Así o mas mala la señal y conexion de Movistar #Fail
0,"No q todo mexico es territorio #telcel??? Perdida y sin gps ni modo tuve q sobrevivir a la antig""uita preguntando"
0,@dlblanco: Hacia la gala panamericana del scotiabank... :)// cuando será la de Telcel? Tu eres el q deberia de saber we! Pero te investigo
1,holis a todos !  #movistar como q me ama :)
0,"Hoy fui a perder mi tiempo a telcel para que me dijeran, Š—“mañana se le entregara su equipoŠ—“ quise matar a medio mundo :s"
0,"Ya llevo 48 hrs sin teléfono ni internet, que le pasará a #Telmex ? estará superado? o le vale madres un cliente"
0,Movistar de mierdaaa :@
1,Todos hablan de una falla que dio movistar y yo nunca la pase.
1,Me ofrecierpn un menu wtf! Era un bar! Yo pense q estaba en starbucks
1,"Starbucks, desayuno de campeones con Cami y Jose"
0,Porque telcel me limita a 10 SMS??? #noesdedios
0,Ya di el paso y contraté #totalplay espero que no me quede mal como #Telmex e #Infinitum y lo siento por #Cablevision nunca me dio problema
1,frio + capuccino da StarBucks = Juliana feliz
0,"#FF para #Movistar, ya que los usuarios de #BlackBerry no tenemos servicio desde las 6 a.m!!!"
0,"Que ladilla, movistar me la esta cortando."
0,"No se si el Blackberry es malo, o el servicio de telcel"
0,@MaJo_Pzg: @mfercilla y podemos unir a la fila de los ascos a Telcel / Definitivo!
0,"Concluí la llamada con Yanina Ibarra de @iusacell de @adriansteckel, estarán validando y mañana me llama otrŠ—_ (cont) http://deck.ly/~pKHEs"
0,el embarcador RT @HolaSoyIsra: El popu RT @Rolando_Hill: hola me cago en movistar tengo toda la noche en edge y deje a medio mundo en R
0,"Despues de una lucha incanzable me cambia a telcel, maldito gordo lo estoy haciendo mas rico #fb"
0,Por que no se cae usted mejor? RT @SotoCaldex: Esperemos que movistar se caiga de nuevo (yn) Jajajajajjaja
0,Si sale un tuit como veinte veces culpen al puto Telmex y su mierda se internet y no a mi.
0,"@quijanojr: a punto d hacer mi pancho n @iusacell, no pued se q dspues d mil años con ellos no m kieran dar el BB q me deben/ eso es papo!"
0,pinche megacable de mierda :(
0,"| es oficial, #Telcel se ha ganado el primer lugar en mi lista negra de empresas mexicanas | adios, #HeyWire | #asco | http://t.co/jbtxXdu"
1,Nada mejor que el centro de un cinnamos roll del #starbucks coffee
1,Que bien un rico chocolate caliente de #starbucks a esta hora.
0,#Nopinchesmames empleados del Starbucks discutiendo sobre la existencia de dios XD
1,Ptssss me acabo de tomar un cafe tan pinche feo... Le di un sorbo y casi vomito!!! Necesito un starbucks
0,Nadamas llueve y la red de telcel falla! Es una verdadera caca
0,Para variar @citlablack y su #telcel sin red por eso mejor cambiate a @Iusacell
0,Que pasa con Movistar dios
1,Gracias @IUSACELL ayer fue la unica compañia que no se fue la red en Campeche :D
0,Algo más piche que mi internet a esta hora que no sea Movistar
0,"que lógico, movistar te envía un sms al móvil con tu código puk cuando ya lo has desbloqueado. ideal x si te roban"
0,En ning’_n momento hubo señal Telcel en el Estadio Azteca
0,Que onda con Telcel! !!!! Osea no me activaron en telcel el BIS por que la srita no supo como!!! Y entonces por que trabaja ahi? :s
1,O como se escriba jaja extranio @MegaCable
0,"Bueno no se hasta cuando me sigan tomando él pelo los de movistar. Por eso perdón chicos quería avisar, se extraña y lo de #lafoto puta"
1,Quiero un te de #starbucks !
0,"Tengo SOS de señal, es mi celular o de plano #telcel crasheo por completo espregunta"
0,:o mi iphone esta descargada jajajajaja pinche telcel q me tuve q comprar d 300 pesos
0,"Una vez más, #telcel es una mierda! Sirve mi UberSocial, pero no mi internet ni mi BBM?! No entiendo!"
0,"Encontré la garantía de mi porquería de celular, jódete telcel"
0,No llegan mis pinss ..aggtt ODIO IUSACELL !!!
0,Porq señal gsm??????!!!! La concha de tu madre telcel
0,Soi yo o MOVISTAR esta demaciado pote :@
0,El peor error de mi vida fue ponerme a descargar canciones con la hemoshita rapidez de movistar.
0,#NoesLoMismo... movistar a que seas una star
0,Qué putos los de Telcel!
0,El estado de cuenta de Telcel está diseñado para que te metan la reata y no tengas manera de comprobarlo
0,cc @Presid_Movistar ------------&gt; RT @vickyobelmejias: Movistar no sirves pa' una mierdaaaaa!!!
0,MOVISTAR ME HAGO PUPU EN TI! TODA LA MAñANA SIN SEñAL
0,Jajaja!calma  RT @ELSANTELIZ: Odio esta vaina se pega movistar haces de mi vida una mierdaaaa
1,Ni idea mi vida :s pero en movistar los consigues nuevos RT @Ftroconis: No sabes quien tenga un chip movistar que me venda? @VictorTDuarte3
0,De hoy en adelante guardare mi dinero el el sobre del recibo de telmex #ehdicho u_u
0,Como odio esperar en iusacell
0,"Dato inútil: De mi plan Telcel utilizo; 4.1Gb Mensuales 12Minutos y 33 SMS, ÎèNo podrán sacar un plan Solo internet?"
1,Tengo ganas de café.. pero café de los de Starbucks
0,@Icogeek: Telcel bloquea HeyWire http://t.co/5fPFkqs una razon mas para no estar con telcel
0,A veces Odio la señal telcel! Como en este momento!
0,No entiendo las velocidades tan mediocres que ofrece Telmex.. Ya ni el Dial Up..
0,"Señores de cablevisión, camblemas, megacable, telecable,etc. Por que nos martirizan a algunos con doble canal del congreso #IUK"
1,"Amo a Telcel, hace 4 dias que me debieron haber cortado mi plan, y nada:)"
0,Por que me llama Movistar a mi entel! No quiero mas llamadas basura!
0,ÎèQué pasó Movistar? no quieres servir para un coño.
1,Ese cambio de plataforma de movistar le callo excelente a mi celular ahora esta mucho mas rapido
0,"La data de movistar ya no vale 3G,sino 3M... By Monchooo buajajajajajajajajaj"
0,via @Omarduarte74: que sucede con la red de movistar que desde esta mañana esta fallando
0,megacable chingatumadre #teodio
1,Estoy a nada de conseguir BB de Iusacell B)
1,"Hasta las 10 pm SMS libres para cualquier operadora, solo debes marcar desde tu movistar 8986+04XX+ #"
0,Que pasa con Telcel!!!! es una basura!!!! Odio a Slim!! jajajajajajaj
0,ummm ahora que lo pienso bien movistar tiene fallas cuando quiero gastar todos mis mb dias antes de que me cobren mmm
0,"Con Movistar, no estas en todo, lo GASTAS todo"
0,Y cuando quiero compartir mi emocion por la vinotinto por pin o twitteando la put**** señal de #movistar se vuelve mierda!
0,"Telmex vende 1MB y da 0.7, vende 2 y da 1.6, vende 4 y da 3. Pésimo y caro servicio @arturoelias"
0,"No tengo internet hoy gracias a telmex y su magnífica red , mientras seguiré viendo cuantos goles más falla #Colombia"
1,Apoyará Campus Pary a jóvenes emprendedores en conjunto con Telefónica MoviStar otorgando de 10 mil a 75 mil dólares.
0,"No hay algo nuevo en este folleto de Telmex, bah!"
1,Pedir un Caramel Frappuccino &amp; un Cheesecake Brulee de Frambuesa en el #Starbucks #NoESDeDios
0,Sigo diciendo lo mismo...... ODIO a los de MOVISTAR! LOS ODIOOO!?
0,Me volvere loca si la señal de movistar sigue asi
0,que raro movistar jodiendo con la señal
0,"AIIIIIIIIIIIIII INTERNET DEL ORTOO , VOY A AHORRAR( $2) Y ME VOY A PONER UNA COMPANIA QUE TE ROMPA EL CULO MOVISTAR!"
0,ÎèQue toca hacer para dejar de recibir publicidad en mi celular movistar? En serio no quiero pagar 490 pesos diarios por recibir chistes.
0,ok intento numero 3 para que puedan resolver mi problema con el jodido internet #telcel
0,"Esta verga de actualización que no sirve para una mierda, de paso movistar no colabora."
1,Telcel te regala 30 días ó 3GB para Navegación gratis en la     compra de un equipo Smarthphone o 3G.
0,#Telcel sólo te deseo una cosa: que te den por el culo!
1,pero bueno fugaaaaa vamonos a @Starbucks por un rico cafe para el relax
1,#CamilaMovistarVE @Presid_Movistar @Juan_abella un total de 32.236.954 MB en clientes fieles a movistar. Compartida la vida es mas. :)
0,Gracias a movistar estoy en edge :@ comenzare a odiar a movistar
0,Es normal que te lleguen $400 impagos de Movistar cuando tu abono es de $120? #MuerteAMovistar
0,"oye @Movistar, mi madre esta muy molesta con uds porque pago su cuenta y le cortaron servicio! Y llama al callcenter y no pasa nada!"
0,Y al final... los ogts de telcel no me pudieron ayudar....
1,yo quiero starbucks!
0,#movistar tu y tu coño servicio al cliente me llegan a la punta de............ lo mas grande de mi ser
0,El comercial del #picale de #telcel me da #hueva
1,"Andrés CorsonUna iglesia sin la presencia de Jesús es como Starbucks sin café, Burger King sin hamburguesas y Pollo Loco sin..."
0,"De por si media torpe la de telcel, y llega su companero a preguntarle algo....quiero llorar!!!"
0,"Por cierto, Îèesa mandatorio ser homosexual para trabajar en Starbucks?"
0,Hoy es día de titarle #mierda a #Telcel :D
0,Cuaanto deseariaa demandar a telcel por su pesima recepcion y su señal de colaa  -.-
0,"El internet de telcel es como un pendejo, es muy lento y siempre se cae!"
0,"@elmemonoriega: No tengo internet en casa... @telmex, la porra te saluda!//fifi fi fi fiiiiiiiiiiiiiiiiiiiii"
0,Abajo el monopolio!! haz tu propio frapp de bastarducks http://j.mp/qAfcTi
0,"Tiempo q no prendia mi telcel y ahora q escucho musica, creo q terminare tirandolo en la carreteraa jajaja :/"
0,#nomamar 8 personas y solo una señorita para atender :s k raro de Iusacell .....
0,Yo odio a los de #telcel. Que. Ch...... A su m...  Por el mal servicio
0,"#Tipica te llega un mensaje, te re iluciones y termina siendo movistar #Bajon"
0,En #Telmex presenciando la discusión  de un señor y la señorita de cancelaciones jajaja #Slim y su empresa burocrática
0,entonces no es mi red es telmex mmm en una red de 5 megas sigo descargando exactamente a la misma velocidad ÎŒÎŒ
0,Señores de @Telmex : si van a usarme de conejillo de indias les ruego me avisen
0,Eso pregunto yo! RT @RucySanguino ÎèQue esta pasando con movistar?
1,Quiero ir al starbucks
0,Movistar q raro !!! Vomistar!!! Y sin poder quejarme
0,"en serio @Telcel no se cansan de ribar hijos de puta,,,,, heywire dice q telcel no dejo enviar mensajes gratis pudranse ratasde mierda"
0,Estoy empezando a estar hasta los mismísimos de movistar. Parece que capan youtube. Hace tiempo que no consigo ver uno en condiciones.
1,Recibi un mensaje de telcel! Wuju se axuerdan de mi ya no soy tan #foreveralone
0,"ÎèNetflix en México? Ajá, con las conexión que ofrece Telmex, nadie lo va a disfrutar."
0,Es de risa como unos esperan que @telcel les regalo un mes de internet (gratis) para usar su blackberry -Î�eso si es patético!-
1,"Encima tiene movistar, geniaaal"
0,Movistar por Dios! Déjame refrescar el TL y tuitear! Bastante q pago por el servicio pa q estés Popy!
0,Que pedo con#telcel no me manda mensajes
0,ÎèAlguien con movistar a quien pueda llamar? Necesito desahogarme u_u.
0,Jajjjjjaa k buena vacilada me dio #movistar k dicen k ya esta su rembolso y k despues k siempre noup #movistarapesta
1,Me gusta el sobre en que llego la factura de telmex
0,Si llego a tener un hijo en los próximos 9 meses será culpa del perro de Telmex
1,Al rato...toda la tienda de starbucks adornada de summer! Y todos cn floresitas y asi cosas lindas! :)
0,Me esta empezando a fastidiar Telcel muchas fallas en la red y en la línea me ocasiona muchos problemas
0,#vainasqueestresan que hoy movistar este POTE!
0,Awww sin encontrar una solucion a mi problema hahaha pinche @telcel
0,"Ojo con MOVISTAR, estan peor que los nule. Te meten a concursos, te lo descuentan de tu saldo y no te das cuenta."
1,BTW! para los que no se creían lo de los 50mbs de movistar!! ya yo tengo los míos!!
0,#vainasqueestresan La canción de Hey Soul Soul Sister a toda hora con Movistar
0,MOVISTAR TE OOODIOOOO.
1,El pianista... recuerdo cuando regalaban esa pelicula en telmex xD
0,Y después de 24 horas mi red volvió @telcel #pudreteenelinfierno
0,Numero de atención a clientes de #Iusacell alguien lo tiene ?
1,"Î�Î�GRATIS!! con sistema operativo Android pagando sólo $363 al mes con 200 minutos, 6 numeros frecuentes @Telcel y  http://twitpic.com/5n30fq"
0,"Se me quedo el movistar en mi casaaaa #querabia, definitivamente esto de madrugar asi y salir corriendo no vaaaaaa conmigoooo"
0,Cada día te odio más #Megacable!!!
0,"Se cayó antena de Movistar, no se reciben llamadas ni transferencia de datos (vía @zanoni). // Algunos lo están sufriendo."
0,HOY VOY AL TELCEL A QUE REVISEN MI CEL XQ ESTA FALLANDO MUCHO...IWAL Y ME REGRESAN EL BB CURVE 3G Q TENIA..
0,Un poquito? Demasiado diria yo RT @IsaacGBravo: Movistar se pasa un poquito de ladilla..
0,"#Telmex esta intermitente en #bogota, alguien sabe el por que o debo desgastarme llamando para no solucionar nada #sindromeabstinencia"
0,No me importa lo que tenga que pagar en largas distancias con tal de cancelarle a #Telmex
0,Odio venir a telcel son ineficientes y tienen un servicio pesimo
1,Compraré una línea Movistar.. Digitel me la tiene morada :@
1,por amor a las galletas que casi siempre hacemos. RT @ale_briceme voi pa movistar :B
0,#Movistar esta menopausico.
0,Me parece rarisimo que me digan en telcel Š—“tenemos un problema con la red nacional de internetŠ—“ si eso casi no pasa #dejavu
1,Eliminar cumpleañeros de #fb es tan satisfactorio como tomar un frapuccino en Starbucks
0,maldito megacable ers una mierda de internet!!!
0,el de el plan mas con menos de #telcel lee puras pendejadas.
1,"Ya visitaste tu Tienda Telmex en Tehuacan, adquiere tu lap top con 25% de descuento como cliente Infinitum, con cargo a tu recibo #Telmex"
1,"Utss que Red Bull ni que nada, Dos DoubleShot de Starbucks y quedo bien prendido #cafeinacorrepormisvenas"
0,"Movistar, sinónimo de mierda esta noche. Joder, pero como te llegan las benditas cadenas..."
1,"y ahora un Mocha Blanco de #Starbucks je je, tamaño??? #Venti que hay otro???"
0,"TELCEL, patrocinador oficial de: La Roamingfilia (le gusta cogerse a los que usan roaming)."
0,Me da arrechera cuando movistar se pone lenta y no sirve pa' un sevillo.
0,Todos están hechos una mierda RT @kecka14: soy yo o la señal blackberry de movistar esta MALISIMA!?
0,Hasta Movistar tiene problemas c/su propio servicio ... Š—“@soportemovistar: @MovistarPeru Hola(...)para poder solicitarte tus datos por DM.Š—�
0,O sea q estas desconectado del mundo mirrey? #RisaMalvadaDeFondo RT @RickCastellanos:  Altavista lleva 2 horas sin ser territorio Telcel.
0,Como que casi no se queman los modems de Telmex http://twitpic.com/5oo66u
0,Maldiita gente inepta y mamona y estúpida en TELCEL. Ni un puto cambio de domicilio pueden hacer bien. Malditos indios odio telcel &gt;&lt;
0,23 horas y sigo sin 3G que me reembolse el atraco Movistar con mb gratis
1,Photo: Por amor a cristo alguien que me mate el antojo con algo asi? Š—_ :Š—È( I LOOOVEEE STARBUCKS COFFE dammmm... http://tumblr.com/xdo3fxdpqi
0,"Telcel, ausente en los mejores eventos"
0,Que compensaciones TAN BALURDAS esas de #Movistar cuando prestan mal servicio! #Buuuuuu
1,Super felices de tener un cupon de 10 dolares de starbucks y al final se nos olvido jajaja duh!!
0,La gente de #Telmex es muy incumplida no llegan a la hora que dicen para instalar... Que mal servicio!
0,"México: Telmex Hub hará una gira por Puebla, Querétaro y Mérida: Andrés Vázquez del Mercado, Director comercial ... http://bit.ly/ozcQeg"
1,"Adoro la iniciativa de movistar de mandar tu mensaje de voz en SMS. La frase: me parece genial eh transformada en: aguarda a soñar, ele"
0,"A Movistar no le basta con llamarnos a los móviles, ahora también a los fijos O__o"
0,"Uta madre!!! seguimos sin servicio de telcel. Haber a que hora! pero eso si, para cobrar no hay retrasos verdad!!!! mmmmmmmmmmmm!"
0,Odio a #iusacell no me canso de decirlo!! Xq cometi el error d irme con ellos!!
0,#telcel NO eres #nice you SUCK!!!! Ojalá venga alguien que te de matarile y nos rescate a todos los mexicanos #hedicho
0,"#terribleservicio todo mundo pone que Telmex pero uno más no hace daño es una porquería, y no se diga la compañía de Megacable."
1,"pero creo q mas economico q Movistar.. :SRT @mamarrachos: personalmente ODIO a digitel, hasta ahora no he conseguido nada bueno"
0,"Es increible @clubmovistarmx siempre este regalando algo, ya sean descuentos o premios y que Telcel aparte de que te roba nunca da nada!"
1,Telmex y Asociación Mexicana de Hoteles y Moteles convenio para impulsar las Tecnologías de la Información http://t.co/KgNDGYi vía @Telmex
0,4 horas con el celular sin uso. Movistar un desastre hoy!
1,@dulcekapri:  yo pensé que le era impoortante a alguien... ahora entiendo que movistar me ama y por eso me llena de mensajitos amorosos/jaj
0,Lo unico qe puedo dcir es qe #TELCEL es el ladrón mas GRANDE de ste canijo pais
1,Ahora me falta Movistar...RT @elfisgoncurioso: Gingerbread para Desire a finales de Julio: http://yfrog.com/z/khrhttj Î�Já!
0,Mañana ire a pelear a TELCEL.... no es posible que  me quedé sin saldo
0,No puedo creerlo desperdicie TODA mi tarde buscando 1 chip de #iusacell y en ninguna sucursal tenian #muero
0,Ay Movistar! Tú y tus fallas. =/
0,Telcel te odioooo.!!!! No me dejas pinear a gustooo.!!!
0,Solo hay dos batallas que no se pueden ganar contra las mujeres y contra #telcel
0,por que esta tan mala la señal de movistar???? #QUELADILLAAA
0,Ya es una maldita costumbre nunca tener red de #telcel
1,"A cocinar, luego a starbucks y finalmente al preu con @maupoco :)"
0,"Maldito movistar, me está cobrando 24 bs más de lo que debería."
0,MOVISTAR TA MUY POPI.
0,El modem de Movistar es una miérda
0,"Es mi cel, o movistar se poteo?? para variar...."
1,Rui Costa se lleva sin duda la etapa mas bonita del Tour!! Enorme la etapa y enorme el portugues del Movistar!!! #Tour
0,Movistar está como loco :(
1,"Ver un email de @Telcel, enojarme porque hace 3+ meses que no soy su cliente, sonreír porque veo que el filtro de spam ya lo cachó solo."
0,"Hoy en Starbucks Arboledas, pesimo servicio."
1,"Si no tiene oficina, Starbucks de Pedro de Valdivia es una buena opción.Subterráneo tiene mesa pequeña de conferencias muy bueno!!"
0,Pesima señal la de iusacell !!! Me chocaaaaa!!
0,Llora presi ='(@_BrandoLopez: RT @TodoEsJoda: .@Presid_Movistar Movistar= MIERDA
0,Que mierdaaa con movistar :@
0,El servicio de #telcel esta fatal! Y lo peor es q sus retribuciones son minutos extras! Para q los kiero si ni siquiera puedo marcar? #fail
0,"Iusacell una porquería. Uno no quiere hacer más rico a slim, pero no dejan otra opción ."
1,Se supone que hoy me darian los 50megas de movistar!
0,#Movistar es una porquería :S
0,"Movistar explota , Los usuarios se quejan el mundo se acaba .. Parte 3"
1,Me gusta ir a Starbucks porque es el único lugar en el que me preguntan mi nombre.
1,Iusacell xeso teamo! Jajaja tngo señal en el rancho..
0,Pinche señal de telcel #delascooooo
0,si presi @Presi_movistar sino todos una gran mayoria.. aqui en mi casa habemos 3 con movistar y todos estamos en GSM
0,No puedo creer la mala cobertura de #movistar en el #metro ...
0,En telcel no les corre la vida caray!... Son mas lentoooos que la cuaresma
0,esoooo.. la señal de movistar es una mierdita y pues PASE MATEMATICA CON 16*-*
1,que mas puedo pedir en un starbucks tomandome un frapé
0,"@HEGP: @Presid_Movistar Movistar cada día está peor, mal servicio, equipos súper caros, mala atención al cliente, UNA PORQUERíA.Una Mierda"
0,yo ya lanze el telefono al mueble. jaja! RT @CaritoBrito: Movistar esta hoy asqueroso -.-
0,"#AhWeno RT @fabiolamsilva3: Ajá volví, tuve que venir a incendiar Movistar para que me devolvieran mi saldo y mis megas."
0,Como que ultimamente el internet de iusacell esta chafeando mucho
0,Maldita señal de movistar !!!!!!!!!!!!!!! que estres me llaman y tras de eso no suena y como ala hora llega el sms de llamada perdida ÎŒÎŒ
0,Adios Megacable eres la mayor basura del mundo ! Ya estas de regreso SKY no debiste irte nunca !!!
0,movistar me carga jodido :S
1,Amo Movistar ps! Que operadora te da 30 min libres? MOVISTAR :)
0,Cuando será el día q despierte y el caracol 3G de @Telcel funcione adecuadamente ! #Joder
0,Típico le das RT a un comentario de tu amigos tirando le mierda a infinitum y te mande un tweet Telmex t soluciona hahahaha me muero d risa
0,Odio a UNE... Y a Movistar...
0,"MOVISTAR... Îèconocen una empresa más sinverg""uenza que esta?"
0,"No me imagino a la gente creativa de Telmex, aprobando el pinche comercial de mierda ese de Picaleeeeeee!!!  Ese, ese va a ser un exito"
0,Ashh alguien sabe el num. donde puedo reclamar el servicio de iusacell?
0,Maldito telmex solo me gasto saldo y no ayudo en nada #hdp
0,Mande a reparar mi BB a telcel... Me hisieron esperar casi 2 meses...  Y me dieron uno nuevo -.-
0,"Jajajaja te uniste, como yo, al Club de los obstinados con la empresa? de@kelvinmalave Movistar de mierda"
1,Haciendo tarea....tengo ganas de un café de starbucks
0,"@mikeoax: Terrible como c comporta #infinitum x acá en Oax, Telmex fallando mucho @GerardoFloresR, solo unos días funcionó en todas partes"
1,La versión peruana de Marley @alejandro_wiebe  :) / MT @akaAlterEgo:  me levantaré (en contra de mi voluntad) e ire a starbucks xD
0,Se cayo la red d telcel!! Y asi quieren q m vuelva clienta? Por suerte tengo un mes d prueba para decidir :)
0,"Ni idea Chama... pero hasta el cable se cayó ayer, Movistar no servía, Intercable era un desastre...  RT @BellŠ—_ (cont) http://deck.ly/~HvIkF"
0,Que maravila!! pero odio movistar RT @blogdenotas: Presentaron el #Samsung #Galaxy S II en Perú. Viene con @MoŠ—_ (cont) http://deck.ly/~zlHIW
0,Con la pena pero los de telcel no saben rrsolver el problema no se para que estan ahi
0,#Grupo  #Vips espera que  #Starbucks genere beneficios este año http://goo.gl/nrYvh
1,"Creo que @Telcel es mujer y éstá en sus días' (hoy es el primero, estoy seguro) #fb"
1,Ven con tu mismo numero a #movistar y te obsequiamos una #BB en plan #oaxaca #twitteroax #portabilidad
0,telmex tiene pésimo servicio de atención a clientes llevó 1 semana sin internet por culpa de ellos y me dijeron que en 72 horas y nada
0,Me acaba de despertar un mensaje de Telcel para ofrecerme piropos... #NoMamar
0,Si tu internet está lento PíCALE el culo a los de #telmex y que se dejen de hacer pendejos. Que con lo que cobran....
0,"Š—“@MascaraDeLatex: Telcel es como los policías de transito, siempre te terminan chingando.Š—�// jajaja y + los del D.F."
0,No tengo ningún problema en poner las facturas electrónicas en Vodafone y Movistar... pero que cuando me las vaya a descargar funcione joe!!
0,#Movistar sos un #fraude! Ponerme sin permiso un tema de Luis fonsi como tono de espera es como fumar pedos podridos en el colectivo sabelo!
0,tengo que decir que el megacable digital es una mierda!!!
0,"Sin duda, Dia a Dia la vida te deja una leccion.. La de Hoy !! No contrates Plan Con TELCEL ÎŒÎŒ"
1,"Yo no pago por la marca, me dejo llevar por la calidad *va a Starbucks y compra un café de $50*"
0,"Me sumo a la petición de servicio de @M0r_Gana y @AndMeMueres : @IUSACELL No tengo señal en el GSM, pero en la línea con CDMA si hay señal"
0,Será #Joda pero puede suceder RT @OrianTV: #Rumor Cable de fibra óptica Cuba - Vzla perjudica operaciones de Movistar en Vzla #Humor #Joda
